trade_id,symbol,side,quantity,entry_price,exit_price,entry_time,exit_time,pnl,duration_hours,entry_day_of_week,entry_hour
L8FVJCTG,QQQ,BTO,1.0,0.52,0.61,2025-02-25 16:12:41.475000+00:00,2025-02-28 00:00:00+00:00,0.09,55.78847916666667,2.0,16.0
M826WU7M,SPXW,BTO,1.0,4.4,14.15,2025-02-27 14:32:30.331000+00:00,2025-02-27 15:01:54.702000+00:00,9.75,0.49010305555555556,4.0,14.0
HIGNMJL7,QQQ,BTO,1.0,4.72,5.898,2025-02-28 14:37:55.872000+00:00,2025-02-28 19:53:50.429000+00:00,1.178,5.265154722222222,5.0,14.0
E4FFBV7W,NVDA,BTO,1.0,0.31,1.05,2025-02-28 14:46:23.253000+00:00,2025-02-28 15:34:26.333000+00:00,0.74,0.8008555555555555,5.0,14.0
NR95A8TB,NVDA,BTO,3.0,0.1,0.825,2025-02-28 17:57:25.452000+00:00,2025-02-28 20:52:43.419000+00:00,2.175,2.9216575,5.0,17.0
AWETU0CL,SPXW,BTO,1.0,2.05,7.0,2025-02-28 17:58:55.099000+00:00,2025-02-28 20:32:59.829000+00:00,4.95,2.5679805555555557,5.0,17.0
QQGA693U,SPXW,BTO,1.0,25.0,38.0,2025-02-28 18:26:46.873000+00:00,2025-02-28 18:30:48.901000+00:00,13.0,0.06723,5.0,18.0
T0YNY2HK,QQQ,BTO,1.0,0.92,0.0,2025-03-03 14:32:56.298000+00:00,2025-03-10 13:17:22.861000+00:00,-1.45,166.74071194444446,1.0,14.0
X144QE5D,NVDA,BTO,1.0,0.57,0.0,2025-03-03 16:31:10.758000+00:00,2025-03-10 13:17:11.512000+00:00,-0.57,164.76687611111112,1.0,16.0
YJJJ9VLH,SOXL,BTO,1.0,0.76,0.0,2025-03-03 18:13:18.842000+00:00,2025-03-10 13:17:30.877000+00:00,-1.12,163.0700097222222,1.0,18.0
ZQV0X25S,SPXW,BTO,1.0,16.0,0.0,2025-03-03 19:01:19+00:00,2025-03-10 13:17:55.341000+00:00,-16.35,162.2767613888889,1.0,19.0
CE63V9TM,MSTR,BTO,1.0,8.0,19.225,2025-03-04 17:47:19.813000+00:00,2025-03-04 20:13:06.511000+00:00,11.225,2.429638333333333,2.0,17.0
C4PHVIVT,MSTR,BTO,1.0,5.0,6.95,2025-03-05 14:42:18+00:00,2025-03-07 20:59:49.151000+00:00,1.95,54.29198638888889,3.0,14.0
SQOVPQ4X,NVDA,BTO,1.0,2.32,0.0,2025-03-05 16:15:25.629000+00:00,2025-03-10 13:17:37.692000+00:00,-2.32,117.03668416666666,3.0,16.0
XMM1KL3Z,SOXL,BTO,1.0,0.59,0.7,2025-03-06 18:46:52.977000+00:00,2025-03-07 20:47:14.146000+00:00,0.11,26.005880277777777,4.0,18.0
L3CK15HZ,QQQ,BTO,1.0,2.46,3.4,2025-03-07 15:42:20.608000+00:00,2025-03-07 15:50:46.412000+00:00,0.94,0.1405011111111111,5.0,15.0
C1QVD1LK,SPY,BTO,1.0,1.5,0.0,2025-03-10 14:03:22.635000+00:00,2025-03-26 15:18:04.182000+00:00,-2.45,385.24487416666665,1.0,14.0
B5HR824Y,SPY,BTO,1.0,0.84,0.2,2025-03-10 14:09:48.413000+00:00,2025-03-10 19:57:51.061000+00:00,-1.13,5.800735555555556,1.0,14.0
GR9ARNZ3,NVDA,BTO,1.0,2.72,3.1625,2025-03-10 16:42:09.379000+00:00,2025-03-11 14:12:36.484000+00:00,0.4425,21.507529166666668,1.0,16.0
NYG5UT9P,SPY,BTO,1.0,1.87,2.7075,2025-03-11 14:04:39.284000+00:00,2025-03-11 14:11:08.407000+00:00,0.837499999999999,0.10808972222222223,2.0,14.0
ZJYZ9IHN,SPY,BTO,1.0,0.3,0.58,2025-03-11 18:41:30.335000+00:00,2025-03-26 15:17:59.196000+00:00,0.28,356.60801694444444,2.0,18.0
YCL5QFCN,SPXW,BTO,1.0,12.3,0.0,2025-03-12 13:32:01.696000+00:00,2025-03-26 15:17:53.980000+00:00,-12.3,337.76452333333333,3.0,13.0
ONVE3VB7,MSTR,BTO,1.0,0.9,0.33,2025-03-12 13:35:15.888000+00:00,2025-03-12 19:41:11.135000+00:00,-0.87,6.098679722222222,3.0,13.0
U81LV801,MSTR,BTO,1.0,0.96,0.0,2025-03-12 13:37:06.399000+00:00,2025-03-26 15:17:34.847000+00:00,-0.96,337.67456888888887,3.0,13.0
R7I3DSZW,SPXW,BTO,1.0,18.7,42.3,2025-03-12 15:09:05.786000+00:00,2025-03-12 17:34:14.013000+00:00,23.6,2.4189519444444443,3.0,15.0
R0JH7UE9,SPY,BTO,1.0,1.55,0.25,2025-03-13 16:54:35.507000+00:00,2025-03-13 19:03:09.661000+00:00,-1.83,2.1428205555555557,4.0,16.0
CZK1TPGT,SPY,BTO,1.0,1.01,2.72,2025-03-13 19:02:57.867000+00:00,2025-03-13 19:59:35.292000+00:00,1.71,0.9437291666666666,4.0,19.0
LWMXPPYA,SOXL,BTO,1.0,0.25,0.0,2025-03-18 14:21:58.955000+00:00,2025-03-26 15:17:42.002000+00:00,-0.25,192.92862416666668,2.0,14.0
BB3QJE7M,QQQ,BTO,1.0,0.25,0.06,2025-03-18 14:22:42.654000+00:00,2025-03-18 17:07:13.751000+00:00,-0.19,2.741971388888889,2.0,14.0
DH71UAP0,COIN,BTO,1.0,0.88,0.85,2025-03-18 14:23:46.635000+00:00,2025-03-26 15:17:28.279000+00:00,-0.03,192.89490111111112,2.0,14.0
JE6MEZW3,NVDA,BTO,1.0,1.64,0.99,2025-03-18 14:50:21.038000+00:00,2025-03-20 17:29:15.651000+00:00,-0.65,50.64850361111111,2.0,14.0
L64HMARA,SPXW,BTO,1.0,3.2,0.6,2025-03-20 16:24:01.603000+00:00,2025-03-20 17:27:43.191000+00:00,-5.95,1.0615522222222222,4.0,16.0
V9ZHCEJZ,SPXW,BTO,1.0,0.2,0.35,2025-03-21 19:54:14.018000+00:00,2025-03-21 20:00:18.591000+00:00,0.15,0.10127027777777778,5.0,19.0
IHYRCRH6,UVXY,BTO,1.0,1.15,3.7345,2025-03-24 16:46:53.161000+00:00,2025-04-02 14:24:46.238000+00:00,5.609,213.63141027777777,1.0,16.0
NPM8A25W,SPY,BTO,1.0,1.78,4.965,2025-03-25 13:32:50.148000+00:00,2025-03-27 13:34:29.463000+00:00,3.185,48.0275875,2.0,13.0
SJ1LKJF8,NVDA,BTO,1.0,0.13,1.1432,2025-03-25 13:35:26.881000+00:00,2025-04-04 13:31:05.234000+00:00,1.0132,239.92732027777777,2.0,13.0
LGBB9L4V,QQQ,BTO,1.0,0.86,0.0,2025-03-25 14:17:21.635000+00:00,2025-03-26 15:18:12.690000+00:00,-1.05,25.014181944444445,2.0,14.0
GGG6W935,QQQ,BTO,1.0,0.98,2.98,2025-03-26 13:52:58.774000+00:00,2025-03-26 16:32:52.673000+00:00,2.0,2.6649719444444444,3.0,13.0
CTOU7MGQ,SPY,BTO,1.0,2.47,6.005,2025-03-27 14:43:19.840000+00:00,2025-03-28 13:59:23.286000+00:00,7.19,23.267623888888888,4.0,14.0
K8J6A3IT,IWM,BTO,1.0,2.45,2.0,2025-04-02 13:39:04.915000+00:00,2025-04-02 14:20:27.862000+00:00,-0.45,0.6897075,3.0,13.0
QR96FKJL,SPY,BTO,1.0,2.49,8.09,2025-04-03 13:53:39.092000+00:00,2025-04-04 13:31:35.683000+00:00,5.6,23.63238638888889,4.0,13.0
S0SXONLP,IWM,BTO,1.0,0.3,0.5575,2025-04-03 16:21:10.112000+00:00,2025-04-03 19:52:37.706000+00:00,0.2575,3.524331666666667,4.0,16.0
GE83B1S4,TQQQ,BTO,1.0,2.3,1.56,2025-04-04 14:37:28.134000+00:00,2025-04-04 19:54:08.893000+00:00,-0.74,5.277988611111111,5.0,14.0
DWBQ4LW9,FXI,BTO,1.0,1.0,0.84,2025-04-08 15:14:01.590000+00:00,2025-04-08 18:21:50.561000+00:00,-0.16,3.130269722222222,2.0,15.0
GJDUSXAN,SPXW,BTO,1.0,11.1,0.0,2025-04-08 15:16:09.247000+00:00,2025-04-22 20:39:43.326000+00:00,-11.1,341.3927997222222,2.0,15.0
EKCNHYEV,SOXL,BTO,1.0,0.22,0.66,2025-04-09 15:21:01.925000+00:00,2025-04-09 18:05:54.231000+00:00,0.44,2.7478627777777778,3.0,15.0
IK96WFV2,SOXL,BTO,1.0,0.47,0.158333333333333,2025-04-09 19:00:47.042000+00:00,2025-04-22 20:40:12.148000+00:00,-0.735,313.6569738888889,3.0,19.0
KM83Q44Q,TSLA,BTO,1.0,0.6,0.0,2025-04-09 19:07:09.878000+00:00,2025-04-22 20:40:38.238000+00:00,-0.6,313.5578777777778,3.0,19.0
PTG5TEEY,QQQ,BTO,1.0,1.67,1.0,2025-04-09 19:23:38.695000+00:00,2025-04-09 19:31:21.869000+00:00,-0.67,0.12865944444444444,3.0,19.0
O62I3M6M,SOXL,BTO,1.0,0.29,0.6125,2025-04-09 19:28:58.519000+00:00,2025-04-10 13:34:02+00:00,0.3225,18.08430027777778,3.0,19.0
QCKHOQOW,TQQQ,BTO,1.0,0.7,0.09,2025-04-11 17:31:16.438000+00:00,2025-04-11 19:07:14.554000+00:00,-0.79,1.5994766666666667,5.0,17.0
MKC9Y0YS,UVXY,BTO,1.0,41.16,40.25,2025-04-11 19:30:52.787000+00:00,2025-04-11 20:03:42.061000+00:00,-0.909999999999997,0.5470205555555555,5.0,19.0
G2CDNE7M,SOXL,BTO,1.0,0.37,0.0,2025-04-14 15:45:59.702000+00:00,2025-04-22 20:40:16.036000+00:00,-0.37,196.90453722222222,1.0,15.0
Z9ILC6WU,SPY,BTO,1.0,6.84,14.44,2025-04-16 16:09:22.444000+00:00,2025-04-21 18:30:34.830000+00:00,7.6,122.35344055555555,3.0,16.0
XZW86NDS,CVNA,BTO,1.0,2.0,0.0,2025-04-17 13:42:23.841000+00:00,2025-04-22 20:40:23.634000+00:00,-2.0,126.96660916666667,4.0,13.0
CLGE978M,SPXW,BTO,1.0,0.8,0.7,2025-04-17 13:46:26.481000+00:00,2025-04-22 20:39:36.900000+00:00,-0.1,126.8862275,4.0,13.0
V8RUUEN0,SPXW,BTO,1.0,0.05,0.0,2025-04-17 18:57:22.028000+00:00,2025-04-22 20:39:47.700000+00:00,-0.05,121.70713111111111,4.0,18.0
PPQW52KL,TLT,BTO,1.0,1.94,2.99,2025-04-22 13:40:40.267000+00:00,2025-04-23 13:36:26.971000+00:00,1.05,23.92964,2.0,13.0
VYM3V654,COIN,BTO,1.0,4.2,4.9,2025-04-22 19:52:53.954000+00:00,2025-04-23 13:38:35.870000+00:00,0.7,17.761643333333332,2.0,19.0
HGUHPZW2,QQQ,BTO,1.0,1.85,2.5075,2025-04-23 13:39:30.113000+00:00,2025-04-23 16:11:13.794000+00:00,2.085,2.5288002777777776,3.0,13.0
NF7EL3ZE,SPY,BTO,1.0,5.4,1.9,2025-04-23 13:41:13.835000+00:00,2025-04-29 19:12:06.152000+00:00,-9.39,149.5145325,3.0,13.0
ZLV11O33,IWM,BTO,1.0,0.62,0.0,2025-04-23 14:27:22.764000+00:00,2025-05-16 21:00:02.204000+00:00,-1.21,558.5442888888889,3.0,14.0
NBVOW519,NEM,BTO,1.0,0.51,0.0,2025-04-23 14:49:03.055000+00:00,2025-05-16 21:00:02.109000+00:00,-0.51,558.1830705555556,3.0,14.0
YCIL1MOY,SLV,BTO,1.0,3.1,2.12,2025-04-23 14:53:02.489000+00:00,2025-05-07 21:00:01.900000+00:00,-0.98,342.11650305555554,3.0,14.0
K7XCSWLZ,SPY,BTO,1.0,0.09,0.0475,2025-04-23 15:12:01.826000+00:00,2025-04-25 20:05:31.713000+00:00,-0.0425,52.89163527777778,3.0,15.0
NZT8UURS,SOXL,BTO,1.0,0.31,0.09,2025-04-24 18:03:57.465000+00:00,2025-04-29 19:50:18.001000+00:00,-0.48,121.77237111111111,4.0,18.0
F1R3H53F,NVDA,BTO,1.0,0.27,0.0,2025-04-24 18:08:50.717000+00:00,2025-04-25 20:05:13.070000+00:00,-0.27,25.9395425,4.0,18.0
QFRW1DV2,SPXW,BTO,1.0,13.0,19.4,2025-04-25 13:40:39.163000+00:00,2025-04-25 14:31:27.723000+00:00,13.9,0.8468222222222223,5.0,13.0
KYTGZ7CE,NVDA,BTO,1.0,0.25,0.0,2025-04-25 14:47:15.201000+00:00,2025-04-25 20:05:18.092000+00:00,-0.25,5.300803055555556,5.0,14.0
H3E4CS73,SPXW,BTO,1.0,9.3,10.5,2025-04-25 15:11:22.885000+00:00,2025-04-25 15:46:20.844000+00:00,2.1,0.5827663888888889,5.0,15.0
IJIPA11I,SPY,STO,0.5,2.12,1.62,2025-04-25 20:00:59.318000+00:00,2025-04-28 13:53:41.214000+00:00,0.25,65.87830444444444,5.0,20.0
P9TTTVPY,UVXY,BTO,1.0,0.15,0.12,2025-04-28 13:41:19.417000+00:00,2025-04-29 19:54:42.667000+00:00,-0.03,30.223125,1.0,13.0
Z5LDV5TC,QQQ,BTO,1.0,0.67,1.68,2025-04-28 14:25:11.100000+00:00,2025-04-28 16:12:31.957000+00:00,1.01,1.7891269444444444,1.0,14.0
EK81K2NT,SPY,BTO,1.0,1.68,0.65,2025-04-30 14:55:10.715000+00:00,2025-04-30 15:50:47.876000+00:00,-1.63,0.9269891666666666,3.0,14.0
QGOQ1Z20,SPXW,BTO,1.0,22.8,74.15,2025-04-30 19:43:53.233000+00:00,2025-05-12 13:32:35.903000+00:00,96.7,281.8118527777778,3.0,19.0
LMPRNXA4,YINN,BTO,1.0,0.64,1.4301,2025-04-30 19:46:39.230000+00:00,2025-05-02 18:19:43.862000+00:00,0.7901,46.55128666666667,3.0,19.0
L1JJTBPO,TLT,BTO,1.0,0.08,0.0,2025-04-30 19:53:33.157000+00:00,2025-05-01 16:05:57.385000+00:00,-0.08,20.20673,3.0,19.0
MR0AZGNT,QQQ,BTO,1.0,1.44,4.065,2025-04-30 20:04:57.847000+00:00,2025-05-01 14:40:30.042000+00:00,2.625,18.592276388888887,3.0,20.0
GKFSZ4C7,SPXW,STO,1.0,-25.8,10.4,2025-05-02 16:09:47.733000+00:00,2025-05-06 14:06:01.090000+00:00,-15.4,93.93704361111111,5.0,16.0
M7W7Q86W,SOXL,BTO,1.0,0.24,1.355,2025-05-05 14:06:17.964000+00:00,2025-05-12 19:34:05.441000+00:00,3.475,173.46318805555555,1.0,14.0
JKGLZW6V,NVDA,BTO,1.0,1.46,1.42,2025-05-05 14:07:05.548000+00:00,2025-05-06 19:52:55.376000+00:00,0.76,29.763841111111113,1.0,14.0
HXYYYRVG,SPXW,BTO,1.0,5.2,1.1625,2025-05-06 13:34:09.670000+00:00,2025-05-07 21:00:03.896000+00:00,-12.8,31.431729444444443,2.0,13.0
GNUMT0M0,NVDA,BTO,1.0,1.25,5.4475,2025-05-06 13:35:06.832000+00:00,2025-05-13 13:38:13.067000+00:00,4.1975,168.05173194444444,2.0,13.0
E6T55YIJ,MARA,BTO,1.0,0.31,0.57,2025-05-06 15:47:41.788000+00:00,2025-05-08 19:13:33.986000+00:00,0.26,51.43116611111111,2.0,15.0
PYGQCBTR,SPXW,BTO,1.0,4.0,12.7,2025-05-06 16:10:39.115000+00:00,2025-05-06 16:13:57.887000+00:00,8.7,0.05521444444444444,2.0,16.0
ABEUGH6H,SPXW,BTO,1.0,7.8,0.0,2025-05-06 16:21:33.254000+00:00,2025-05-06 21:00:01.424000+00:00,-7.8,4.641158333333333,2.0,16.0
T1JIV07L,NVDA,BTO,1.0,0.93,0.6375,2025-05-07 13:37:33.556000+00:00,2025-05-09 21:00:02.019000+00:00,-0.2925,55.37457305555556,3.0,13.0
VRUJ1C3J,GLD,BTO,1.0,1.02,2.67,2025-05-07 14:09:29.373000+00:00,2025-05-08 19:15:10.966000+00:00,1.65,29.094886944444443,3.0,14.0
SJFAV07D,SPXW,BTO,1.0,27.0,44.0666666666667,2025-05-07 14:57:49.080000+00:00,2025-05-07 19:43:04.081000+00:00,61.4,4.754166944444444,3.0,14.0
PSROQA24,YINN,BTO,1.0,1.81,3.555,2025-05-07 18:13:15.298000+00:00,2025-05-21 13:42:44.436000+00:00,1.745,331.4914272222222,3.0,18.0
JVX7A8RU,NVDA,BTO,1.0,0.72,0.0,2025-05-09 13:32:57.371000+00:00,2025-05-09 21:00:01.695000+00:00,-1.373,7.451201111111111,5.0,13.0
BAF9WX5A,COIN,BTO,1.0,0.12,0.48,2025-05-09 13:34:45.891000+00:00,2025-05-09 13:48:59.070000+00:00,0.36,0.23699416666666667,5.0,13.0
KCZ233IA,GLD,BTO,1.0,1.45,1.44,2025-05-09 13:43:01.684000+00:00,2025-05-09 19:45:23.928000+00:00,-0.01,6.039512222222222,5.0,13.0
GTY51N8M,COIN,BTO,1.0,3.32,7.8,2025-05-09 13:44:59.836000+00:00,2025-05-13 13:35:16.526000+00:00,4.48,95.83796944444444,5.0,13.0
C8L4HY61,SPXW,BTO,1.0,7.1,2.25,2025-05-13 13:59:02.935000+00:00,2025-05-13 17:31:04.855000+00:00,-8.5,3.5338666666666665,2.0,13.0
PDDYP5DY,NVDA,BTO,1.0,1.1,0.58,2025-05-13 14:19:31.952000+00:00,2025-05-13 17:31:34.816000+00:00,-0.52,3.2007955555555556,2.0,14.0
ROGGYU4I,NVDA,BTO,1.0,0.38,0.21,2025-05-13 14:21:26.358000+00:00,2025-05-13 17:32:06.643000+00:00,-0.17,3.177856944444444,2.0,14.0
GMI7C7YE,SPY,BTO,1.0,6.1,6.19,2025-05-14 14:09:56.504000+00:00,2025-05-14 20:01:20.121000+00:00,0.0900000000000007,5.856560277777778,3.0,14.0
NATC64W3,QQQ,BTO,1.0,2.93,2.32,2025-05-14 14:41:52.504000+00:00,2025-05-14 16:05:26.643000+00:00,-0.61,1.392816388888889,3.0,14.0
I8I23NX1,SPXW,BTO,1.0,1.55,0.0,2025-05-14 18:08:48.632000+00:00,2025-05-14 20:03:37.250000+00:00,-1.55,1.913505,3.0,18.0
PR4YLC25,SPY,BTO,1.0,3.37,2.39,2025-05-15 14:06:05.680000+00:00,2025-05-15 16:05:37.033000+00:00,-0.98,1.9920425,4.0,14.0
JQAHJG25,SPY,BTO,1.0,0.7,0.41,2025-05-19 13:48:43.003000+00:00,2025-05-19 15:12:36.147000+00:00,-0.29,1.3980955555555556,1.0,13.0
X17LF3VV,TLT,BTO,1.0,0.03,0.0,2025-05-20 14:45:35.533000+00:00,2025-05-21 21:00:01.758000+00:00,-0.03,30.240618055555554,2.0,14.0
ESIRIX7Z,TLT,BTO,1.0,0.33,0.0,2025-05-20 14:52:08.245000+00:00,2025-05-21 21:00:01.794000+00:00,-0.33,30.131541388888888,2.0,14.0
QM8HMCJY,QQQ,BTO,1.0,0.17,0.59,2025-05-20 19:06:07.919000+00:00,2025-05-20 19:38:36.871000+00:00,0.42,0.5413755555555556,2.0,19.0
Q6CGMJF6,SPXW,BTO,1.0,11.6,9.525,2025-05-21 13:57:08.083000+00:00,2025-05-21 14:59:43.580000+00:00,-2.075,1.043193611111111,3.0,13.0
PN8EW4CX,SPXW,BTO,1.0,7.4,2.05,2025-05-21 15:05:19.888000+00:00,2025-05-21 16:48:37.793000+00:00,-5.35,1.7216402777777777,3.0,15.0
J56EOGRN,SPXW,BTO,1.0,1.95,39.0875,2025-05-21 17:26:52.178000+00:00,2025-05-21 19:43:22.355000+00:00,37.1375,2.275049166666667,3.0,17.0
W57Z82YM,QQQ,BTO,1.0,2.08,1.735,2025-05-22 14:05:28.927000+00:00,2025-05-22 18:41:36.696000+00:00,-0.345,4.602158055555556,4.0,14.0
LCLPANBJ,SPY,BTO,1.0,1.46,0.2375,2025-05-22 14:06:10.707000+00:00,2025-05-22 21:00:02.033000+00:00,-1.2225,6.8975905555555554,4.0,14.0
ML2FWD85,SPY,BTO,1.0,0.58,1.7725,2025-05-22 16:13:48.185000+00:00,2025-05-23 15:23:20.708000+00:00,1.1925,23.159034166666668,4.0,16.0
DXXA581T,NVDA,BTO,1.0,0.4,0.35,2025-05-22 16:14:10.226000+00:00,2025-05-23 21:00:02.776000+00:00,-0.05,28.76459722222222,4.0,16.0
J9G7E7CV,IWM,BTO,1.0,0.25,0.0,2025-05-23 13:39:44.715000+00:00,2025-06-02 21:00:01.797000+00:00,-0.25,247.33807833333333,5.0,13.0
VBEX6RU2,SQQQ,BTO,1.0,0.47,0.02,2025-05-23 15:23:43.730000+00:00,2025-05-28 15:10:35.777000+00:00,-0.78,119.78112416666667,5.0,15.0
ZDFYUIQ9,SPY,BTO,1.0,1.85,2.5075,2025-05-27 14:05:09.127000+00:00,2025-05-27 16:01:37.224000+00:00,0.6575,1.9411380555555555,2.0,14.0
GWUE0JHZ,SQQQ,BTO,1.0,0.09,0.0,2025-05-28 15:11:19.500000+00:00,2025-05-30 21:00:01.635000+00:00,-0.09,53.811704166666665,3.0,15.0
ZBODS9FA,SPY,BTO,1.0,0.23,0.02,2025-05-29 19:43:31.419000+00:00,2025-05-29 20:03:44.284000+00:00,-0.21,0.33690694444444447,4.0,19.0
M2G7I8W7,GLD,BTO,1.0,0.59,0.35,2025-05-30 13:33:25.519000+00:00,2025-05-30 14:00:09.253000+00:00,-0.24,0.44548166666666666,5.0,13.0
R225JU3W,XSP,BTO,1.0,1.11,0.0,2025-06-02 14:56:18.200000+00:00,2025-06-03 21:00:02.243000+00:00,-2.79,30.062234166666666,1.0,14.0
